row,column,local_ME,local_MAE,local_MRE,local_RMSE,local_correlation,local_coefficient_no_intercept,local_R2_no_intercept
0,0,-7.834395868523761,8.220692445486057,0.24885165098598694,10.331812614703104,-0.5769381466858322,0.8064923351212198,0.9713109051856875
0,1,-6.625656817374815,7.011953394337111,0.20419055641326309,9.030357559901605,-0.22277232436059374,0.8382932792530119,0.9771785106415736
0,2,-4.537480502104157,5.146539945392305,0.14246968566000454,7.076670712346371,0.08956835602789534,0.8891114541109397,0.9830307735617938
0,3,-3.9333923171192215,5.2796137355931885,0.13001197677668397,7.132876633137759,0.18293793500459973,0.8983970523710563,0.9823959185703033
0,4,-4.821313362162471,6.517655335710774,0.15672697928079926,7.8790839157733865,0.10349618006620694,0.8833057159306784,0.9820520607902015
0,5,-6.6610729321081275,8.090122088558086,0.18727777427169257,9.892319433049309,0.17879748911906135,0.8519019564916022,0.9787897702973046
0,6,-5.682180056426521,7.383334806003125,0.16815143262718812,9.609894920264034,0.034057861006986656,0.8708464311430903,0.9764839490476757
0,7,-6.358349468344261,7.836741351595012,0.17638110803221912,9.77339286829078,0.0010506718983529515,0.8648710483767427,0.9792756153811022
0,8,nan,nan,nan,nan,nan,nan,nan
0,9,nan,nan,nan,nan,nan,nan,nan
0,10,nan,nan,nan,nan,nan,nan,nan
0,11,nan,nan,nan,nan,nan,nan,nan
0,12,nan,nan,nan,nan,nan,nan,nan
0,13,nan,nan,nan,nan,nan,nan,nan
0,14,nan,nan,nan,nan,nan,nan,nan
0,15,nan,nan,nan,nan,nan,nan,nan
0,16,nan,nan,nan,nan,nan,nan,nan
0,17,nan,nan,nan,nan,nan,nan,nan
0,18,nan,nan,nan,nan,nan,nan,nan
0,19,nan,nan,nan,nan,nan,nan,nan
0,20,nan,nan,nan,nan,nan,nan,nan
0,21,-6.354295429797734,6.647728529595639,0.11704222298458097,7.259947312135982,0.380974602532578,0.896669432685384,0.9969263813857479
0,22,-5.847784985337763,6.141218085135669,0.10769758819858924,6.954854731146619,0.6551990310182209,0.9028474104095984,0.9965102558540895
0,23,-6.18619683442276,6.479629934220665,0.11325696299320512,7.337047663215329,0.7062794349967909,0.8977422368146338,0.996266765385853
0,24,-5.7840552922045,6.836894422350899,0.11853290301899154,7.417515558081419,0.39261825192996375,0.9039474688381248,0.9945851966515709
0,25,-5.921014223605544,6.973853353751945,0.12314506249043075,7.960895241824473,0.15801753649418457,0.9008911213931868,0.9926058796071051
0,26,-5.14192019440276,6.194759324549159,0.10861486881900173,7.396232032413501,0.1919106365128625,0.912972253160692,0.9926143426658036
0,27,-4.6600752479946745,6.024572286422893,0.10547568970719035,7.153217783865596,-0.05033430139044634,0.9203453617253678,0.992262102283399
0,28,-4.362768186589348,5.727265225017568,0.1003195459930511,6.775951560168499,-0.12747083554721905,0.9253735993802201,0.9928611909259524
0,29,-4.62429254445244,6.188331882228044,0.10950715069041556,7.395480172734515,-0.17858494024744767,0.9194949866741167,0.9911169276377322
0,30,-5.405517323087887,6.969556660863491,0.12106815313029444,8.197891135977716,-0.02352601125842698,0.9067632305744028,0.9904414604952854
0,31,-6.7473066681314595,8.311346005907064,0.14461812108054453,9.369380034787506,0.003697841317710188,0.8864857331207904,0.9897406898048992
0,32,-6.832743555771356,8.085124985265141,0.1402038128382337,9.295904344010777,-0.15636612217957638,0.8871990998094459,0.990409459847963
0,33,-5.458772144462312,7.290166541958963,0.127183810759121,8.933417689901805,-0.1686865111027272,0.9030954833068994,0.9874194076421872
0,34,-5.991249090286093,6.57026205828896,0.11378340357053261,8.269369414551653,0.06656276352609966,0.899732676034075,0.9920670068247952
0,35,-4.222311077463977,4.801324045466844,0.08244002844703231,6.028319394242329,0.3154729713020652,0.9282936620711634,0.9953058282713396
0,36,-3.3068808222622645,4.494374738061197,0.077528009438022,5.2788920390885075,0.12026525267947644,0.9428019314556663,0.9955061584031619
0,37,-3.7533845829667394,4.940878498765671,0.08484031747736091,5.843903187909212,0.20961296999564963,0.9353131819508375,0.9948022940898885
0,38,-4.492164877620113,5.100645825416177,0.08728673217905257,5.888811707384969,0.05530303689822683,0.9263139295282276,0.9962881372838533
0,39,-5.2898922321067445,5.8983731799028085,0.09978115022254697,6.679669794612281,0.33755313421159294,0.914670015549113,0.9959702235964908
0,40,-6.346190314947958,6.954671262744023,0.11687478547667478,7.629105359706801,0.44232873896525654,0.9000798736987704,0.9958698243433984
0,41,-6.576525661954616,6.576525661954616,0.10833414024387014,7.303124425659054,0.6281669316587368,0.8998858354163946,0.9978207502707835
0,42,-7.758521947654036,7.758521947654036,0.12709470483513274,8.436547082734561,0.6268655759261906,0.8847620963536851,0.9977466428312515
0,43,-8.033980505187442,8.033980505187442,0.13039853323799033,8.565358326799581,0.12167161297162642,0.8835575448684356,0.9981244754551046
0,44,-7.530075671378544,7.701000785214081,0.12358435520898464,8.361129901934728,0.1261207717859283,0.8911419520955466,0.9971356442045323
0,45,-7.434950442154738,7.605875555990276,0.1205165701691277,8.199603612722122,0.0635791222147128,0.8935975313138478,0.9974677116688255
0,46,-6.960394941594754,7.131320055430292,0.1117111515271,7.97673015882015,0.11339898907463258,0.9016198683083297,0.9967500603763002
0,47,-5.704620820064486,5.9362529734434135,0.09117484983092221,6.707866751288425,0.19379505796726562,0.9193464046359566,0.997375498686047
0,48,-6.08349784328489,6.315129996663818,0.0951761347560161,7.19280409084885,-0.028847962823144186,0.9155237763010767,0.997064063784315
0,49,-6.994468268866843,7.1720721083417,0.10670665549666865,8.329084948854362,0.06281234945875688,0.9042791696156282,0.9961574437605873
0,50,-6.38478680838318,6.562390647858037,0.09503349283068943,7.888340008276833,0.2202843179179903,0.9136997999769217,0.9961563611365059
0,51,-7.232628959729108,7.410232799203965,0.10572440135914912,8.437562067607725,0.3788547269669439,0.9050574665310258,0.9967581427971718
0,52,nan,nan,nan,nan,nan,nan,nan
0,53,nan,nan,nan,nan,nan,nan,nan
0,54,nan,nan,nan,nan,nan,nan,nan
0,55,nan,nan,nan,nan,nan,nan,nan
0,56,nan,nan,nan,nan,nan,nan,nan
0,57,-5.127619979846315,5.400735629001024,0.06704041084978206,6.554617945352746,0.14388368363526766,0.9394433392299792,0.9976828199185105
0,58,-5.419224884767896,5.6923405339226045,0.06994746894941425,6.7511846579347115,0.15410602423047884,0.9371148853039262,0.9977920898567493
0,59,-5.396000346772171,5.669115995926879,0.06681558330697453,6.6534392075919575,0.6792031989931953,0.9381537816026938,0.99815923444502
0,60,-7.118762553713186,7.391878202867895,0.08530704856115084,8.939016598288662,0.6838654411754223,0.9200200536471514,0.9967458538663174
0,61,-7.517619878390211,7.517619878390211,0.08535539828433329,8.794603178170133,0.6752630819488503,0.9186498071082331,0.9977714592713062
0,62,-6.700206658280576,7.214729250886562,0.08129659576884092,8.556822972955564,0.32391491536869127,0.9272213460430972,0.9968855453297434
0,63,-7.348409443851595,7.86293203645758,0.08707543839408119,9.082029561701255,0.19263467350090369,0.922651161370418,0.9969984870711758
0,64,-7.2573849659291785,7.7719075585351645,0.0850690751136158,8.977445894037178,0.3693217001559209,0.9244457334252958,0.9971240572529911
0,65,-6.8020118080552345,7.3165344006612205,0.07882115716284183,8.41871261065512,0.553945162722985,0.9293190807273651,0.9975521847975124
0,66,-6.815508742070257,7.330031334676242,0.07808775547180083,8.455211239239448,0.5318555379833945,0.9301752531913229,0.9975581396869797
0,67,-7.76140014868073,7.761480532117162,0.0818375412415548,8.679841251900347,0.12322024892893278,0.9245505099544584,0.9984741678206341
0,68,-7.433664170343118,7.433744553779548,0.07789439054556867,8.587601541022844,0.007602138328413246,0.927584438692781,0.9981797752811087
0,69,-6.767369258130362,6.7674496415667935,0.07029557701392462,8.1479098919887,0.018345086866337627,0.933879554638606,0.9980129794202789
0,70,-6.424062785060821,6.424143168497253,0.06526917553275963,7.430372782159277,0.4262541051667827,0.9375364905643083,0.998735114538096
0,71,-7.489301733399426,7.4893821168358565,0.075443383544857,8.544572804964721,0.5094418132042885,0.9284838979399835,0.9985209911859586
0,72,-7.72792683274726,7.72792683274726,0.07763867894191182,8.69543738479074,0.5179084907337903,0.9267774303175478,0.9986187816303954
0,73,-7.529047508133491,7.529047508133491,0.07486709639408672,8.322690099929792,0.4750994260196025,0.9296728750175618,0.9989073890831235
0,74,-7.889588316934894,7.889588316934894,0.07807015361261861,8.481960760944096,0.3772892198142058,0.9275702985374613,0.9991351635503994
0,75,-7.5067011687198795,7.5067011687198795,0.0734673447474616,8.131024110727491,0.15464579043389443,0.9314312933905281,0.9991513137141514
0,76,-6.32920848771186,6.32920848771186,0.06152075031693083,6.782991665262829,0.26125395921354044,0.9418853733581319,0.9994851306136442
0,77,-7.1183800364636465,7.1183800364636465,0.06877336402259188,7.61343507386786,0.2693435123430776,0.9352829085007555,0.9993935418234382
0,78,-8.006209567427055,8.006209567427055,0.07716315617859981,8.478409002860664,0.26913934232836006,0.9278841338291058,0.9993708818835381
0,79,-8.722132632391592,8.722132632391592,0.08394661463719624,9.166824869958226,0.18650519271512514,0.922018006305888,0.999370282924098
1,0,-5.912437507053524,7.0575067633236594,0.209630219985617,9.099533088689622,-0.4568024488578652,0.8438314397888005,0.9699682047208747
1,1,-5.389036542801645,6.2679589326509495,0.17896784093211526,8.11445959446976,-0.10589782100923419,0.8628298730835451,0.978052204601688
1,2,nan,nan,nan,nan,nan,nan,nan
1,3,nan,nan,nan,nan,nan,nan,nan
1,4,nan,nan,nan,nan,nan,nan,nan
1,5,nan,nan,nan,nan,nan,nan,nan
1,6,nan,nan,nan,nan,nan,nan,nan
1,7,-5.889772637160695,7.277462656035896,0.16197651031276783,8.949888255200994,0.13512842032263733,0.8746919109658543,0.9829049623280476
1,8,nan,nan,nan,nan,nan,nan,nan
1,9,nan,nan,nan,nan,nan,nan,nan
1,10,nan,nan,nan,nan,nan,nan,nan
1,11,nan,nan,nan,nan,nan,nan,nan
1,12,nan,nan,nan,nan,nan,nan,nan
1,13,nan,nan,nan,nan,nan,nan,nan
1,14,nan,nan,nan,nan,nan,nan,nan
1,15,nan,nan,nan,nan,nan,nan,nan
1,16,nan,nan,nan,nan,nan,nan,nan
1,17,nan,nan,nan,nan,nan,nan,nan
1,18,nan,nan,nan,nan,nan,nan,nan
1,19,nan,nan,nan,nan,nan,nan,nan
1,20,nan,nan,nan,nan,nan,nan,nan
1,21,-5.744789988444784,6.192217639927219,0.10860763670594047,6.817462739127827,0.1827348941110132,0.9060150576188211,0.9965408938643071
1,22,-5.733239817307699,5.928861883839636,0.10357522420423564,6.6759101607536335,0.5433449197007808,0.9061245637096469,0.9970866530672927
1,23,-6.103592295221799,6.299214361753736,0.10962771235455289,7.113024398402171,0.6191403077250882,0.9005633683261982,0.9967702878421013
1,24,-6.106427047107084,6.808319800538016,0.11743131581844589,7.423467410569896,0.4624550629196781,0.9006285144743925,0.9956488241313008
1,25,-5.588178147939048,6.645510803811692,0.11596360668201915,7.611486081840697,0.20279699733087625,0.9066419856036897,0.9931595472945222
1,26,-5.151262999306479,6.208595655179127,0.10758289272790249,7.264934507546012,0.24059275105976258,0.9134800878009942,0.9933126452748081
